",",N
[unused0],N
opko,N
[unused0],N
and,N
[unused0],N
dr,N
.,N
[unused0],N
frost,N
[unused0],N
would,N
[unused0],N
gladly,N
[unused0],N
have,N
[unused0],N
provided,N
[unused0],N
information,N
[unused0],N
that,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
answered,N
[unused0],N
a,N
[unused0],N
number,N
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
sec's,N
[unused0],N
apparent,N
[unused0],N
questions,N
",",N
[unused0],N
and,N
[unused0],N
filing,N
[unused0],N
of,N
[unused0],N
this,N
[unused0],N
lawsuit,N
[unused0],N
against,N
[unused0],N
them,N
[unused0],N
could,N
[unused0],N
have,N
[unused0],N
been,N
[unused0],N
avoided,CE
",",N
"""",N
[unused0],N
the,N
[unused0],N
statement,N
[unused0],N
read,N
.,N
[unused0],N
 , 
top,N
[unused0],N
tweets,N
[unused0],N
-,N
-,N
[unused0],N
@,N
kurtbardella,N
:,N
[unused0],N
"""",N
if,AS
[unused0],N
the,N
[unused0],N
first,N
[unused0],N
four,N
[unused0],N
weeks,N
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
#,N
obama,N
[unused0],N
presidency,N
[unused0],N
were,N
[unused0],N
like,N
[unused0],N
this,N
[unused0],N
when,N
[unused0],N
i,N
[unused0],N
worked,N
[unused0],N
at,N
[unused0],N
#,N
oversight,AE
[unused0],N
we'd,N
[unused0],N
have,N
[unused0],N
issued,N
[unused0],N
so,N
[unused0],N
many,N
[unused0],N
subpoenas,N
[unused0],N
by,N
[unused0],N
now,CE
"""",N
[unused0],N
.,N
.,N
.,N
[unused0],N
 , 
"""",N
if,AS
[unused0],N
i,CS
[unused0],N
had,N
[unused0],N
10,N
[unused0],N
pharmacists,N
[unused0],N
who,N
[unused0],N
worked,N
[unused0],N
with,N
[unused0],N
me,AE
",",N
[unused0],N
i,N
[unused0],N
could,N
[unused0],N
reach,N
[unused0],N
100,N
[unused0],N
people,N
[unused0],N
more,N
[unused0],N
effectively,CE
.,N
"""",N
[unused0],N
 , 
hell,N
",",N
[unused0],N
obama,N
[unused0],N
complained,N
[unused0],N
last,N
[unused0],N
year,N
[unused0],N
about,N
[unused0],N
the,N
[unused0],N
sorry,N
[unused0],N
state,N
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
us,N
[unused0],N
infrastructure,N
[unused0],N
-,N
[unused0],N
what,N
[unused0],N
the,N
[unused0],N
hell,N
[unused0],N
happened,N
[unused0],N
to,N
[unused0],N
the,N
[unused0],N
trillions,N
[unused0],N
in,N
[unused0],N
stolen,N
[unused0],N
dollars,N
[unused0],N
he,N
[unused0],N
spent,N
[unused0],N
on,N
[unused0],N
shovel,N
-,N
ready,N
[unused0],N
jobs,N
[unused0],N
at,N
[unused0],N
the,N
[unused0],N
start,N
[unused0],N
of,N
[unused0],N
his,N
[unused0],N
term,N
?,N
?,N
?,N
?,N
[unused0],N
most,CS
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
infrastructure,N
[unused0],N
issues,N
[unused0],N
would,N
[unused0],N
be,N
[unused0],N
fixed,CE
[unused0],N
if,AS
[unused0],N
that,N
[unused0],N
money,N
[unused0],N
hadn't,N
[unused0],N
enriched,N
[unused0],N
his,N
[unused0],N
cronies,AE
.,N
[unused0],N
 , 
but,N
[unused0],N
something,N
[unused0],N
tells,N
[unused0],N
me,N
[unused0],N
that,N
[unused0],N
if,AS
[unused0],N
the,N
[unused0],N
nominee,N
[unused0],N
were,N
[unused0],N
amy,N
[unused0],N
coney,N
[unused0],N
barrett,AE
",",N
[unused0],N
democrats,CS
[unused0],N
would,N
[unused0],N
look,N
[unused0],N
for,N
[unused0],N
a,N
[unused0],N
reason,N
[unused0],N
to,N
[unused0],N
postpone,N
[unused0],N
the,N
[unused0],N
vote,N
",",N
[unused0],N
hope,N
[unused0],N
to,N
[unused0],N
retake,N
[unused0],N
the,N
[unused0],N
senate,N
[unused0],N
and,N
[unused0],N
then,CE
[unused0],N
.,N
.,N
.,N
[unused0],N
 , 
if,AS
[unused0],N
that,N
[unused0],N
was,N
[unused0],N
my,N
[unused0],N
daughter,AE
",",N
[unused0],N
i,CS
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
asked,N
[unused0],N
if,N
[unused0],N
i,N
[unused0],N
did,N
[unused0],N
something,N
[unused0],N
wrong,CE
.,N
[unused0],N
 , 
he,N
[unused0],N
is,N
[unused0],N
on,N
[unused0],N
the,N
[unused0],N
record,N
[unused0],N
on,N
[unused0],N
numerous,N
[unused0],N
issues,N
",",N
[unused0],N
if,AS
[unused0],N
he,N
[unused0],N
were,N
[unused0],N
in,N
[unused0],N
fact,N
[unused0],N
a,N
[unused0],N
champion,N
[unused0],N
for,N
[unused0],N
civil,N
[unused0],N
rights,AE
",",N
[unused0],N
wouldn't,N
[unused0],N
the,N
[unused0],N
civil,N
[unused0],N
rights,N
[unused0],N
community,N
[unused0],N
support,N
[unused0],N
him,N
[unused0],N
unanimously,CE
?,N
[unused0],N
where,N
[unused0],N
do,N
[unused0],N
you,N
[unused0],N
stand,N
?,N
[unused0],N
it,N
[unused0],N
is,N
[unused0],N
clear,N
[unused0],N
from,N
[unused0],N
his,N
[unused0],N
record,N
[unused0],N
where,N
[unused0],N
he,N
[unused0],N
stands,N
.,N
[unused0],N
 , 
thanks,N
[unused0],N
for,N
[unused0],N
the,N
[unused0],N
article,N
[unused0],N
on,N
[unused0],N
this,N
[unused0],N
new,N
[unused0],N
term,N
[unused0],N
that,N
[unused0],N
fits,N
[unused0],N
me,N
[unused0],N
so,N
[unused0],N
well,N
",",N
[unused0],N
wish,AS
[unused0],N
all,N
[unused0],N
your,N
[unused0],N
articles,N
[unused0],N
were,N
[unused0],N
worthy,N
[unused0],N
of,N
[unused0],N
praise,AE
.,N
[unused0],N
 , 
i,AS
[unused0],N
wish,N
[unused0],N
i,N
[unused0],N
could,N
[unused0],N
say,N
[unused0],N
i,N
[unused0],N
would,N
[unused0],N
not,N
[unused0],N
have,N
[unused0],N
participated,N
[unused0],N
in,N
[unused0],N
this,N
[unused0],N
unethical,N
[unused0],N
experiment,AE
",",N
[unused0],N
but,N
[unused0],N
i,N
[unused0],N
am,N
[unused0],N
a,N
[unused0],N
strict,N
[unused0],N
rule,N
[unused0],N
follower,N
",",N
[unused0],N
and,N
[unused0],N
i,N
[unused0],N
probably,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
gone,N
[unused0],N
all,N
[unused0],N
the,N
[unused0],N
way,N
[unused0],N
to,N
[unused0],N
450,N
[unused0],N
volts,CE
.,N
[unused0],N
 , 
oh,N
",",N
[unused0],N
the,CS
[unused0],N
military,N
[unused0],N
could,N
[unused0],N
have,N
[unused0],N
swooped,N
[unused0],N
in,N
[unused0],N
to,N
[unused0],N
save,N
[unused0],N
the,N
[unused0],N
day,CE
",",N
[unused0],N
they,N
[unused0],N
say,N
",",N
[unused0],N
if,AS
[unused0],N
only,N
[unused0],N
they,N
[unused0],N
had,N
[unused0],N
not,N
[unused0],N
been,N
[unused0],N
prevented,N
[unused0],N
from,N
[unused0],N
doing,N
[unused0],N
that,N
[unused0],N
by,N
[unused0],N
col,AE
.,N
[unused0],N
 , 
if,AS
[unused0],N
some,N
[unused0],N
other,N
[unused0],N
white,N
[unused0],N
house,N
[unused0],N
staffer,N
[unused0],N
had,N
[unused0],N
come,N
[unused0],N
out,N
[unused0],N
and,N
[unused0],N
repeated,N
[unused0],N
what,N
[unused0],N
bannon,N
",",N
[unused0],N
tillerson,N
",",N
[unused0],N
cohn,N
[unused0],N
or,N
[unused0],N
porter,N
[unused0],N
had,N
[unused0],N
previous,N
[unused0],N
said,AE
[unused0],N
hardly,CS
[unused0],N
anyone,N
[unused0],N
would,N
[unused0],N
notice,CE
.,N
[unused0],N
 , 
as,N
[unused0],N
for,N
[unused0],N
me,N
",",N
[unused0],N
i,CS
[unused0],N
personally,N
[unused0],N
was,N
[unused0],N
able,N
[unused0],N
to,N
[unused0],N
consume,N
[unused0],N
more,N
[unused0],N
by,N
[unused0],N
living,N
[unused0],N
in,N
[unused0],N
east,N
[unused0],N
asia,N
[unused0],N
than,N
[unused0],N
i,N
[unused0],N
would,N
[unused0],N
have,CE
[unused0],N
if,AS
[unused0],N
i,N
[unused0],N
lived,N
[unused0],N
in,N
[unused0],N
america,AE
.,N
[unused0],N
 , 
the,N
[unused0],N
most,N
[unused0],N
challenging,N
[unused0],N
brewing,N
[unused0],N
process,N
[unused0],N
of,N
[unused0],N
his,N
[unused0],N
career,N
",",N
[unused0],N
willem,N
[unused0],N
van,N
[unused0],N
waesberghe,N
",",N
[unused0],N
global,N
[unused0],N
craft,N
[unused0],N
and,N
[unused0],N
brew,N
[unused0],N
master,N
[unused0],N
at,N
[unused0],N
heineken,N
",",N
[unused0],N
stated,N
;,N
[unused0],N
"""",N
removing,AS
[unused0],N
alcohol,N
[unused0],N
from,N
[unused0],N
regular,N
[unused0],N
5,N
[unused0],N
heineken,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
been,N
[unused0],N
easy,AE
",",N
[unused0],N
but,CS
[unused0],N
it,N
[unused0],N
wouldn't,N
[unused0],N
deliver,N
[unused0],N
the,N
[unused0],N
same,N
[unused0],N
premium,N
[unused0],N
beer,N
[unused0],N
taste,N
[unused0],N
that,N
[unused0],N
heineken,N
[unused0],N
is,N
[unused0],N
known,N
[unused0],N
for,CE
.,N
"""",N
[unused0],N
 , 
even,AS
[unused0],N
if,N
[unused0],N
most,N
[unused0],N
buyers,N
[unused0],N
of,N
[unused0],N
suburban,N
[unused0],N
homes,N
[unused0],N
can,N
[unused0],N
afford,N
[unused0],N
a,N
[unused0],N
mortgage,N
[unused0],N
payment,N
[unused0],N
with,N
[unused0],N
a,N
[unused0],N
bank,N
[unused0],N
account,N
[unused0],N
that,N
[unused0],N
they,CS
[unused0],N
have,N
[unused0],N
that,N
[unused0],N
contains,N
[unused0],N
billions,N
[unused0],N
of,N
[unused0],N
dollars,N
[unused0],N
that,N
[unused0],N
they,N
[unused0],N
can't,N
[unused0],N
immediately,N
[unused0],N
access,N
",",N
[unused0],N
at,N
[unused0],N
least,N
[unused0],N
30,N
[unused0],N
percent,N
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
value,N
[unused0],N
of,N
[unused0],N
a,N
[unused0],N
home,N
[unused0],N
is,N
[unused0],N
often,N
[unused0],N
required,N
[unused0],N
up,N
[unused0],N
front,N
",",N
[unused0],N
and,N
[unused0],N
as,N
[unused0],N
such,N
[unused0],N
they,N
[unused0],N
could,N
[unused0],N
have,N
[unused0],N
trouble,N
[unused0],N
buying,CE
[unused0],N
even,N
[unused0],N
with,N
[unused0],N
a,N
[unused0],N
ridiculous,N
[unused0],N
amount,N
[unused0],N
of,N
[unused0],N
money,AE
.,N
[unused0],N
 , 
raise,AS
[unused0],N
whatever,N
[unused0],N
ya,N
[unused0],N
got,N
[unused0],N
handy,N
[unused0],N
and,N
[unused0],N
wish,N
[unused0],N
a,N
[unused0],N
happy,N
[unused0],N
birthday,N
[unused0],N
to,N
[unused0],N
the,N
[unused0],N
late,N
[unused0],N
george,N
[unused0],N
carlin,N
",",N
[unused0],N
who,N
[unused0],N
would've,N
[unused0],N
turned,N
[unused0],N
81,N
[unused0],N
tomorrow,AE
.,N
[unused0],N
 , 
investors,N
[unused0],N
should,N
[unused0],N
indeed,N
[unused0],N
bear,N
[unused0],N
some,N
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
pain,N
",",N
[unused0],N
but,N
[unused0],N
she,AS
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
done,N
[unused0],N
better,N
[unused0],N
to,N
[unused0],N
venture,N
[unused0],N
into,N
[unused0],N
this,N
[unused0],N
territory,N
[unused0],N
next,N
[unused0],N
year,AE
",",N
[unused0],N
once,N
[unused0],N
markets,N
[unused0],N
had,N
[unused0],N
calmed,N
[unused0],N
down,N
",",N
[unused0],N
and,N
[unused0],N
with,N
[unused0],N
a,N
[unused0],N
proper,N
[unused0],N
map,N
.,N
[unused0],N
 , 
had,AS
[unused0],N
he,CS
[unused0],N
refused,N
[unused0],N
to,N
[unused0],N
attempt,N
[unused0],N
something,N
[unused0],N
so,N
[unused0],N
partisan,N
[unused0],N
and,N
[unused0],N
with,N
[unused0],N
such,N
[unused0],N
long,N
[unused0],N
odds,N
[unused0],N
of,N
[unused0],N
success,AE
",",N
[unused0],N
he,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
had,N
[unused0],N
to,N
[unused0],N
settle,N
[unused0],N
at,N
[unused0],N
the,N
[unused0],N
outset,N
[unused0],N
for,N
[unused0],N
a,N
[unused0],N
repair,N
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
affordable,N
[unused0],N
care,N
[unused0],N
act,N
[unused0],N
rather,N
[unused0],N
than,N
[unused0],N
an,N
[unused0],N
attempt,N
[unused0],N
to,N
[unused0],N
repeal,CE
.,N
[unused0],N
 , 
if,AS
[unused0],N
our,N
[unused0],N
ancestors,N
[unused0],N
had,N
[unused0],N
given,N
[unused0],N
up,N
[unused0],N
to,N
[unused0],N
the,N
[unused0],N
cynics,AE
",",N
[unused0],N
we,CS
[unused0],N
couldn't,N
[unused0],N
have,N
[unused0],N
gotten,N
[unused0],N
through,N
[unused0],N
war,N
",",N
[unused0],N
through,N
[unused0],N
depression,CE
.,N
[unused0],N
 , 
while,N
[unused0],N
republicans,N
[unused0],N
insist,N
[unused0],N
that,N
[unused0],N
back,N
[unused0],N
pay,N
[unused0],N
for,N
[unused0],N
contract,N
[unused0],N
workers,N
[unused0],N
is,N
[unused0],N
complicated,N
[unused0],N
and,N
[unused0],N
messy,N
",",N
[unused0],N
smith,N
[unused0],N
and,N
[unused0],N
pressley,N
[unused0],N
disagree,N
:,N
[unused0],N
"""",N
federal,N
[unused0],N
agencies,N
[unused0],N
have,N
[unused0],N
already,N
[unused0],N
budgeted,N
[unused0],N
the,CS
[unused0],N
money,N
[unused0],N
they,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
used,N
[unused0],N
to,N
[unused0],N
pay,N
[unused0],N
these,N
[unused0],N
contractors,CE
[unused0],N
had,AS
[unused0],N
the,N
[unused0],N
shutdown,N
[unused0],N
not,N
[unused0],N
happened,AE
.,N
"""",N
[unused0],N
 , 
later,N
",",N
[unused0],N
mr,N
[unused0],N
chaffetz,N
[unused0],N
told,N
[unused0],N
fox,N
[unused0],N
news,N
[unused0],N
his,AS
[unused0],N
comment,N
[unused0],N
could,N
[unused0],N
have,N
[unused0],N
been,N
[unused0],N
phrased,N
[unused0],N
more,N
[unused0],N
"""",N
smoothly,AE
"""",N
.,N
[unused0],N
 , 
a,N
[unused0],N
decade,N
[unused0],N
ago,N
",",N
[unused0],N
if,AS
[unused0],N
you,N
[unused0],N
told,N
[unused0],N
someone,N
[unused0],N
that,N
[unused0],N
energy,N
[unused0],N
independence,N
[unused0],N
would,N
[unused0],N
be,N
[unused0],N
conceivable,N
[unused0],N
by,AE
[unused0],N
2020,N
[unused0],N
they,CS
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
said,N
[unused0],N
you,N
[unused0],N
are,N
[unused0],N
crazy,CE
.,N
[unused0],N
 , 
true,N
[unused0],N
to,N
[unused0],N
form,N
",",N
[unused0],N
the,N
[unused0],N
dow's,N
[unused0],N
rebound,N
[unused0],N
was,N
[unused0],N
impressive,N
[unused0],N
but,N
[unused0],N
somewhat,N
[unused0],N
ephemeral,N
:,N
[unused0],N
by,N
[unused0],N
early,N
[unused0],N
september,N
",",N
[unused0],N
the,N
[unused0],N
index,N
[unused0],N
had,N
[unused0],N
surged,N
[unused0],N
to,N
[unused0],N
nearly,N
[unused0],N
80,N
[unused0],N
points,N
",",N
[unused0],N
and,N
[unused0],N
it,CS
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
finished,N
[unused0],N
the,N
[unused0],N
year,N
[unused0],N
in,N
[unused0],N
positive,N
[unused0],N
territory,CE
[unused0],N
if,AS
[unused0],N
not,N
[unused0],N
for,N
[unused0],N
an,N
[unused0],N
autumn,N
[unused0],N
collapse,N
[unused0],N
that,N
[unused0],N
mimicked,N
[unused0],N
1929's,N
.,N
[unused0],N
 , 
i,AS
[unused0],N
wish,N
[unused0],N
he,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
said,N
[unused0],N
more,N
[unused0],N
at,N
[unused0],N
the,N
[unused0],N
state,N
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
union,AE
.,N
[unused0],N
 , 
when,N
[unused0],N
the,CS
[unused0],N
russians,N
[unused0],N
were,N
[unused0],N
blocked,N
",",N
[unused0],N
the,N
[unused0],N
polish,N
[unused0],N
bikers,N
[unused0],N
retraced,N
[unused0],N
the,N
[unused0],N
route,CE
[unused0],N
they,AS
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
followed,N
[unused0],N
with,N
[unused0],N
the,N
[unused0],N
night,N
[unused0],N
wolves,N
[unused0],N
back,N
[unused0],N
to,N
[unused0],N
warsaw,AE
.,N
[unused0],N
 , 
"""",N
but,AS
[unused0],N
for,N
[unused0],N
his,N
[unused0],N
attorney's,N
[unused0],N
incompetence,AE
",",N
[unused0],N
lee,CS
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
known,N
[unused0],N
that,N
[unused0],N
accepting,N
[unused0],N
the,N
[unused0],N
plea,N
[unused0],N
agreement,N
[unused0],N
would,N
[unused0],N
certainly,N
[unused0],N
lead,N
[unused0],N
to,N
[unused0],N
deportation,CE
.,N
"""",N
[unused0],N
 , 
"""",N
many,CS
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
burns,N
[unused0],N
could,N
[unused0],N
have,N
[unused0],N
been,N
[unused0],N
prevented,CE
[unused0],N
should,AS
[unused0],N
there,N
[unused0],N
have,N
[unused0],N
been,N
[unused0],N
more,N
[unused0],N
supervision,N
[unused0],N
from,N
[unused0],N
the,N
[unused0],N
parents,N
[unused0],N
while,N
[unused0],N
their,N
[unused0],N
children,N
[unused0],N
were,N
[unused0],N
in,N
[unused0],N
the,N
[unused0],N
kitchen,AE
",",N
[unused0],N
carlsson's,N
[unused0],N
team,N
[unused0],N
notes,N
.,N
"""",N
[unused0],N
 , 
if,AS
[unused0],N
i,CS
[unused0],N
didn't,N
[unused0],N
have,N
[unused0],N
the,N
[unused0],N
option,N
[unused0],N
of,N
[unused0],N
makeup,N
[unused0],N
(,N
concealer,AE
),N
[unused0],N
i,N
[unused0],N
imagine,N
[unused0],N
i,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
definitely,N
[unused0],N
fallen,N
[unused0],N
victim,N
[unused0],N
to,N
[unused0],N
negative,N
[unused0],N
thinking,N
[unused0],N
and,N
[unused0],N
developed,N
[unused0],N
distortions,N
[unused0],N
about,N
[unused0],N
my,N
[unused0],N
worth,N
[unused0],N
as,N
[unused0],N
a,N
[unused0],N
person,N
[unused0],N
because,N
[unused0],N
of,N
[unused0],N
acne,N
[unused0],N
skin,N
[unused0],N
issues,CE
.,N
[unused0],N
 , 
as,N
[unused0],N
a,N
[unused0],N
consequence,N
[unused0],N
of,N
[unused0],N
the,CS
[unused0],N
cost,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
fallen,N
[unused0],N
further,N
[unused0],N
still,CE
[unused0],N
if,AS
[unused0],N
she,N
[unused0],N
had,N
[unused0],N
foregone,N
[unused0],N
insurance,N
[unused0],N
and,N
[unused0],N
printed,N
[unused0],N
off,N
[unused0],N
a,N
[unused0],N
savings,N
[unused0],N
coupon,N
[unused0],N
from,N
[unused0],N
the,N
[unused0],N
website,N
[unused0],N
goodrx,AE
.,N
[unused0],N
 , 
in,N
[unused0],N
fact,N
",",N
[unused0],N
i,N
[unused0],N
suspect,N
[unused0],N
that,N
[unused0],N
provided,AS
[unused0],N
that,N
[unused0],N
his,N
[unused0],N
name,N
[unused0],N
were,N
[unused0],N
rand,N
[unused0],N
smith,N
",",N
[unused0],N
or,N
[unused0],N
his,N
[unused0],N
father,N
[unused0],N
were,N
[unused0],N
ron,N
[unused0],N
paul,N
[unused0],N
the,N
[unused0],N
car,N
[unused0],N
salesman,N
[unused0],N
rather,N
[unused0],N
than,N
[unused0],N
ron,N
[unused0],N
paul,N
[unused0],N
the,N
[unused0],N
almost,N
-,N
libertarian,N
[unused0],N
presidential,N
[unused0],N
candidate,AE
",",N
[unused0],N
he,CS
[unused0],N
would,N
[unused0],N
be,N
[unused0],N
more,N
[unused0],N
recognisable,N
[unused0],N
as,N
[unused0],N
the,N
[unused0],N
rather,N
[unused0],N
garden,N
-,N
variety,N
[unused0],N
republican,N
[unused0],N
that,N
[unused0],N
he,N
[unused0],N
is,N
:,N
[unused0],N
that,N
[unused0],N
is,N
",",N
[unused0],N
in,N
[unused0],N
favour,N
[unused0],N
of,N
[unused0],N
small,N
[unused0],N
government,N
[unused0],N
and,N
[unused0],N
individual,N
[unused0],N
rights,N
[unused0],N
when,N
[unused0],N
it,N
[unused0],N
suits,N
[unused0],N
him,CE
.,N
[unused0],N
 , 
when,N
[unused0],N
i,N
[unused0],N
ask,N
[unused0],N
robertson,N
[unused0],N
if,AS
[unused0],N
any,N
[unused0],N
of,N
[unused0],N
the,N
[unused0],N
tests,N
[unused0],N
offered,N
[unused0],N
by,N
[unused0],N
theranos,N
[unused0],N
could,N
[unused0],N
have,N
[unused0],N
saved,N
[unused0],N
holmes's,N
[unused0],N
uncle,AE
",",N
[unused0],N
he,N
[unused0],N
takes,N
[unused0],N
a,N
[unused0],N
long,N
[unused0],N
pause,N
.,N
[unused0],N
 , 
over,N
[unused0],N
a,N
[unused0],N
hundred,N
[unused0],N
thousand,N
[unused0],N
libyans,N
[unused0],N
already,N
[unused0],N
fled,N
[unused0],N
to,N
[unused0],N
egypt,N
[unused0],N
fearing,N
[unused0],N
qaddafi's,N
[unused0],N
assault,N
;,N
[unused0],N
hundreds,CS
[unused0],N
of,N
[unused0],N
thousands,N
[unused0],N
more,N
[unused0],N
could,N
[unused0],N
have,N
[unused0],N
followed,CE
[unused0],N
if,AS
[unused0],N
the,N
[unused0],N
east,N
[unused0],N
had,N
[unused0],N
fallen,AE
.,N
[unused0],N
 , 
given,N
[unused0],N
president,N
[unused0],N
donald,N
[unused0],N
trumps,N
[unused0],N
fondness,N
[unused0],N
for,N
[unused0],N
derogatory,N
[unused0],N
epithets,N
",",N
[unused0],N
it,CS
[unused0],N
would,N
[unused0],N
be,N
[unused0],N
mildly,N
[unused0],N
surprising,CE
[unused0],N
if,AS
[unused0],N
he,N
[unused0],N
had,N
[unused0],N
avoided,N
[unused0],N
this,N
[unused0],N
one,AE
.,N
[unused0],N
 , 
if,AS
[unused0],N
he,N
[unused0],N
had,N
[unused0],N
been,N
[unused0],N
president,N
[unused0],N
this,N
[unused0],N
week,AE
",",N
[unused0],N
one,CS
[unused0],N
could,N
[unused0],N
imagine,N
[unused0],N
him,N
[unused0],N
blundering,N
[unused0],N
along,N
",",N
[unused0],N
leaping,N
[unused0],N
from,N
[unused0],N
one,N
[unused0],N
talk,N
[unused0],N
show,N
[unused0],N
to,N
[unused0],N
another,N
[unused0],N
spouting,N
[unused0],N
inflammatory,N
[unused0],N
rhetoric,N
[unused0],N
that,N
[unused0],N
would,N
[unused0],N
only,N
[unused0],N
upset,N
[unused0],N
allies,N
[unused0],N
and,N
[unused0],N
swell,N
[unused0],N
the,N
[unused0],N
ranks,N
[unused0],N
of,N
[unused0],N
jihadist,N
[unused0],N
training,N
[unused0],N
camps,CE
.,N
[unused0],N
 , 
if,AS
[unused0],N
lost,N
[unused0],N
rivers,N
[unused0],N
had,N
[unused0],N
closed,AE
",",N
[unused0],N
the,CS
[unused0],N
alternative,N
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
been,N
[unused0],N
hospitals,N
[unused0],N
in,N
[unused0],N
idaho,N
[unused0],N
falls,N
[unused0],N
or,N
[unused0],N
pocatello,CE
",",N
[unused0],N
each,N
[unused0],N
more,N
[unused0],N
than,N
[unused0],N
an,N
[unused0],N
hour,N
[unused0],N
away,N
[unused0],N
across,N
[unused0],N
high,N
-,N
altitude,N
[unused0],N
prairie,N
.,N
[unused0],N
 , 
they,CS
[unused0],N
would,N
[unused0],N
have,N
[unused0],N
been,N
[unused0],N
better,CE
[unused0],N
off,N
[unused0],N
should,AS
[unused0],N
there,N
[unused0],N
have,N
[unused0],N
been,N
[unused0],N
a,N
[unused0],N
failure,N
[unused0],N
of,N
[unused0],N
more,N
[unused0],N
banks,N
",",N
[unused0],N
even,N
[unused0],N
a,N
[unused0],N
giant,N
[unused0],N
bank,N
[unused0],N
or,N
[unused0],N
two,AE
.,N
[unused0],N
 , 
they,N
[unused0],N
would,N
[unused0],N
say,N
:,N
[unused0],N
i,AS
[unused0],N
do,N
not,N
[unused0],N
like,N
[unused0],N
this,N
",",N
[unused0],N
i,N
[unused0],N
wish,N
[unused0],N
it,N
[unused0],N
hadn't,N
